0;0;0
0.033333337;11.14997639;60.44455074
0.06666667;15.16560751;47.78561312
0.100000003;12.71292908;67.57906216
0.133333337;15.76844784;170.9630068
0.16666667;17.97879672;483.5564059
0.200000003;44.10939681;539.3639015
0.233333337;61.5777573;285.1163756
0.26666667;56.02793797;155.5786846
0.300000003;56.52499201;689.8362623
0.333333337;78.04983476;881.1231691
0.36666667;101.7034326;854.8150342
0.400000003;100.2258224;562.166818
0.433333337;107.0920261;250.1338364
0.46666667;109.0476812;47.78561312
0.500000003;107.0920261;115.082996
0.533333337;107.6420361;135.1581243
0.56666667;103.7007749;337.8953108
0.600000003;87.58233709;527.8093483
0.633333337;69.85440189;399.2315675
0.66666667;62.38010719;285.1163756
0.700000003;52.88898189;502.9989087
0.733333337;30.83931092;734.40751
0.76666667;10.27977031;710.3842098
0.79999667;0;0
